user_id,signup_time,purchase_time,purchase_value,device_id,source,browser,sex,age,ip_address,class,hour_of_day,day_of_week,time_since_signup,user_transaction_count,country
185360,2015-06-28 16:32:30,2015-08-02 17:43:57,54,TTYDBTRYPTNQU,SEO,IE,M,20,783532076,0,17,6,841.1908333333333,1,Belgium
23078,2015-04-30 12:38:53,2015-07-04 20:00:13,35,KCDZVBAIRPNLS,SEO,FireFox,F,31,1834619467,0,20,5,1567.3555555555556,1,Germany
257050,2015-06-02 17:33:46,2015-06-08 20:18:55,26,TMWANSMCBRGVX,SEO,IE,M,29,2680500619,0,20,0,146.7525,1,United Kingdom
165137,2015-04-13 05:58:38,2015-05-04 03:02:39,29,FCBIXXRAVQAQO,SEO,Chrome,M,26,3077902820,0,3,0,501.06694444444446,1,Korea Republic of
322319,2015-03-15 08:44:50,2015-05-03 23:51:14,72,WZOCUYFWWGILX,Ads,FireFox,F,22,277257680,0,23,6,1191.1066666666666,1,United States
99299,2015-07-22 17:08:40,2015-08-10 20:44:24,21,JTHVCCWTCLEWQ,Ads,IE,F,24,3660878807,0,20,0,459.5955555555556,1,Korea Republic of
267772,2015-04-26 18:42:15,2015-07-12 16:54:20,61,DXMWUANJKLRHS,Ads,Chrome,M,43,86067372,0,16,6,1846.201388888889,1,Denmark
174509,2015-05-29 02:42:02,2015-06-27 07:03:05,56,TBBARLCDTWATC,Ads,IE,M,25,827789689,0,7,5,700.3508333333333,1,China
236096,2015-07-29 00:27:44,2015-11-20 06:06:52,41,PIZVLJKSYDERZ,Direct,IE,M,22,453892720,0,6,4,2741.652222222222,1,China
350818,2015-07-16 08:48:35,2015-09-27 17:44:10,53,BITOGCKJPSLTZ,SEO,FireFox,M,19,434228853,0,17,6,1760.9263888888888,1,United Kingdom
357570,2015-07-22 10:58:12,2015-09-23 12:54:07,19,SSSAYDHGYNZSZ,Ads,Chrome,F,32,832647585,0,12,2,1513.9319444444443,1,Korea Republic of
19976,2015-04-29 10:01:35,2015-07-28 00:09:44,28,DYBIFILSHTKDH,Direct,IE,F,25,869888505,0,0,1,2150.1358333333333,1,United Kingdom
392706,2015-01-07 08:15:53,2015-01-07 08:15:54,65,VRYLIRAQJIIIE,SEO,Opera,F,30,1213104903,1,8,2,0.0002777777777777,1,United States
43831,2015-02-04 19:55:13,2015-03-26 09:03:00,21,GGRUOKKINWLQW,Ads,Safari,F,19,214597247,0,9,3,1189.1297222222222,1,United States
280081,2015-07-03 08:29:04,2015-09-06 06:16:43,40,GWKXFMTAAPNYI,SEO,Chrome,M,32,2921484965,0,6,6,1557.7941666666666,1,United States
319018,2015-02-08 17:21:14,2015-02-23 04:02:12,9,HEMRFTLELMBQM,Ads,Chrome,M,35,2547495155,0,4,0,346.6827777777778,1,United States
84673,2015-05-10 07:26:20,2015-08-31 06:54:21,79,EQJDVNHTPLOXB,Direct,IE,F,24,741584943,0,6,0,2711.4669444444444,1,United States
298557,2015-07-05 10:31:29,2015-08-04 02:57:08,23,SPKIAONPICJEU,SEO,Chrome,M,33,2040684695,0,2,1,712.4275,1,Korea Republic of
67592,2015-01-10 23:23:25,2015-01-10 23:23:26,38,ITUMJCKWEYNDD,Ads,Safari,M,43,3874757617,1,23,5,0.0002777777777777,1,Unknown
243357,2015-03-27 18:16:18,2015-07-02 22:52:15,26,GPQWESTBHWFHF,Ads,FireFox,F,45,2843824499,0,22,3,2332.599166666667,1,South Africa
32520,2015-07-06 01:46:15,2015-10-05 15:09:58,73,ZILZCQXJKIVNC,Direct,Chrome,M,23,2106656393,0,15,0,2197.3952777777777,1,Korea Republic of
234687,2015-07-22 03:22:15,2015-08-24 20:23:16,42,SOBKWNCFYBXTW,SEO,IE,F,20,197883347,0,20,0,809.0169444444444,1,United States
282317,2015-01-12 07:55:07,2015-02-25 08:18:02,54,ODRQOQHJUWGFM,SEO,Safari,F,44,339186950,0,8,2,1056.3819444444443,1,United States
142400,2015-06-28 21:49:06,2015-09-25 20:09:36,29,TDIYGYJRUSMNW,SEO,Chrome,M,39,1347788842,0,20,4,2134.3416666666667,1,Netherlands
170701,2015-01-30 11:43:14,2015-02-06 07:41:33,45,NNSKETYBABELG,Ads,IE,M,45,347501160,0,7,4,163.97194444444443,1,United States
19542,2015-01-02 16:49:52,2015-04-20 21:34:04,28,IQYBVZMXAKNOH,Ads,Safari,M,47,1795516378,0,21,0,2596.7366666666667,1,United States
10388,2015-04-24 05:19:29,2015-07-18 02:19:10,12,XIURASSWQRRBM,Direct,IE,M,23,4132088550,0,2,5,2036.9947222222224,1,Unknown
235083,2015-07-24 03:39:03,2015-11-18 21:39:20,29,NFHDFYBNHTREN,Ads,Chrome,F,19,3629094101,0,21,2,2826.0047222222224,1,United States
198982,2015-04-17 07:26:15,2015-05-03 21:43:57,44,BYSCYGRHWSHIU,Ads,Chrome,F,26,1334106171,1,21,6,398.295,1,Iran (ISLAMIC Republic Of)
232762,2015-05-13 02:48:43,2015-05-18 15:06:28,14,YIATLXRUIXRCK,SEO,Safari,F,39,1930386250,0,15,0,132.29583333333332,1,Korea Republic of
10055,2015-04-06 23:14:54,2015-05-07 15:21:49,47,KDSEIVWEOCIEM,SEO,Chrome,F,36,2755626384,0,15,3,736.1152777777778,1,United States
244618,2015-06-11 12:40:52,2015-08-30 08:09:07,81,MSPMJUTDCXZSC,SEO,FireFox,M,20,3014510992,0,8,6,1915.4708333333333,1,Brazil
50280,2015-05-24 21:16:35,2015-06-01 19:00:06,21,IUZMJJBRDCGBZ,Ads,Chrome,M,24,4283640872,0,19,0,189.7252777777778,1,Unknown
56338,2015-03-18 03:36:41,2015-07-11 08:59:24,53,KZZDZXHXXLQFD,SEO,Chrome,M,24,4227828365,0,8,5,2765.3786111111112,1,Unknown
11399,2015-07-04 00:59:46,2015-07-26 12:29:26,13,XSBCMGYRILJRA,Ads,IE,F,35,392271513,0,12,6,539.4944444444444,1,United States
65674,2015-06-02 22:31:55,2015-08-23 22:49:17,20,HCKNCXWZGEMBA,Ads,IE,M,19,1276169797,0,22,6,1968.2894444444444,1,United States
17259,2015-05-30 16:06:31,2015-09-03 20:48:03,38,YFDFRIQZFYEDP,SEO,Safari,M,34,943349666,0,20,3,2308.6922222222224,1,United States
259616,2015-02-16 03:40:02,2015-04-05 01:06:51,26,FIGVUJINBWPHC,SEO,Chrome,M,23,4060441522,0,1,6,1149.4469444444444,1,Unknown
257432,2015-03-24 09:08:01,2015-04-06 02:30:40,41,HYRIZVROAHIAM,Ads,Safari,F,60,1391043538,0,2,0,305.3775,1,France
322442,2015-04-17 18:52:04,2015-05-31 07:16:34,55,ZDIXYKHTAPHNA,Ads,FireFox,F,46,4058503537,0,7,6,1044.4083333333333,1,Unknown
76442,2015-02-07 07:27:00,2015-03-02 06:57:59,78,DEQAXKPHPWQWQ,SEO,Safari,M,24,1466689399,0,6,0,551.5163888888889,1,Iran (ISLAMIC Republic Of)
28074,2015-07-03 09:31:29,2015-08-07 20:12:17,22,GQOICTLWVUQJR,Ads,Chrome,M,36,728934460,0,20,4,850.68,1,Japan
31631,2015-05-09 07:29:41,2015-06-10 17:17:50,34,UQYDANBPZHEWL,Ads,Safari,F,27,171340899,0,17,2,777.8025,1,Unknown
135536,2015-05-03 22:40:07,2015-07-18 15:43:38,32,ITRXCOXKEQTAM,SEO,FireFox,M,37,2097967789,0,15,5,1817.058611111111,1,Japan
378922,2015-05-24 04:19:36,2015-06-30 09:49:43,35,ORQNABNCVPQFJ,Direct,Safari,M,31,473388710,0,9,1,893.5019444444445,1,United States
2048,2015-03-25 05:08:36,2015-04-12 12:23:45,23,LGPVZQLEZZHYT,Ads,FireFox,M,27,1188111808,0,12,6,439.2525,1,United States
352206,2015-01-06 21:48:13,2015-01-06 21:48:14,45,FRITFBEXOSJEI,Ads,IE,F,22,1367517507,1,21,1,0.0002777777777777,1,United Kingdom
254137,2015-03-09 19:43:25,2015-04-01 05:34:46,68,TELOXKWAQLILK,SEO,Chrome,F,34,2788073739,0,5,2,537.8558333333333,1,United States
181412,2015-01-24 10:49:49,2015-04-02 11:31:28,43,XFIGXQDXGUOOO,Ads,FireFox,M,21,2497068531,0,11,3,1632.694166666667,1,Mexico
369364,2015-07-24 22:15:08,2015-09-06 10:31:22,82,KAGWUQQEBYRRL,SEO,FireFox,F,26,3431090301,0,10,6,1044.2705555555556,1,United States
208666,2015-02-23 06:07:21,2015-04-17 11:11:17,51,ATZZLTQJZHTCS,Direct,Safari,M,32,1877903689,0,11,4,1277.0655555555556,1,Japan
99190,2015-07-23 20:14:14,2015-08-11 13:13:22,82,XUPSIDFWUQQBD,SEO,Chrome,M,31,2328929813,0,13,1,448.9855555555556,1,United States
396395,2015-06-20 15:14:00,2015-10-04 10:18:38,15,DPSJNHEAZRWUN,Direct,FireFox,M,29,4051807651,0,10,6,2539.077222222222,1,Unknown
82593,2015-05-29 11:37:08,2015-06-15 07:53:00,43,RWOTVJDERDZSX,SEO,FireFox,M,39,3310832865,0,7,0,404.2644444444445,1,South Africa
195228,2015-06-15 11:19:56,2015-08-15 13:18:20,11,HABFQXMPOVDSR,Ads,Safari,F,26,3496173874,0,13,5,1465.9733333333334,1,United States
53372,2015-07-08 13:13:54,2015-09-14 01:34:26,59,ZVJDDCSISXMSE,Direct,IE,F,41,2951870319,0,1,0,1620.3422222222223,1,Korea Republic of
234706,2015-07-11 09:45:26,2015-10-01 11:33:51,32,XEPZIKDXXKXTQ,Direct,Chrome,F,22,3774962828,0,11,3,1969.8069444444443,1,Unknown
280588,2015-03-22 05:17:02,2015-05-23 19:19:57,37,KACKTATVEHQJP,SEO,IE,F,38,3160286683,0,19,5,1502.048611111111,1,Russian Federation
180767,2015-02-11 03:35:58,2015-03-22 18:47:52,10,IZMAAMLQXYIIU,SEO,Chrome,M,28,1394694453,0,18,6,951.1983333333334,1,Spain
19839,2015-05-21 12:34:52,2015-08-31 22:22:54,30,WTYRBFWGIBNFY,Ads,Safari,F,33,195061052,0,22,0,2457.8005555555555,1,United States
254737,2015-05-20 08:42:48,2015-07-27 04:22:38,35,FSUGPBSTMIDJV,Direct,FireFox,M,56,1612457071,0,4,0,1627.6638888888888,1,United States
180729,2015-07-09 11:11:35,2015-10-20 00:06:12,70,KEBJGRVYQRVXB,SEO,Chrome,M,39,701742083,0,0,1,2460.910277777778,1,Gabon
235741,2015-07-07 03:33:01,2015-07-12 05:34:50,63,EWMIAJTNJQYWM,Ads,FireFox,F,19,3208200045,0,5,6,122.03027777777778,1,Brazil
394190,2015-04-18 12:26:02,2015-06-01 06:27:22,19,ONVRSZZIAVQVZ,Ads,Chrome,M,39,2040846377,0,6,0,1050.022222222222,1,Korea Republic of
167405,2015-07-11 22:10:28,2015-10-28 19:04:04,19,JRURVTNUTQHWF,Direct,Chrome,F,31,1635505504,0,19,2,2612.893333333333,1,United States
260600,2015-07-22 15:54:25,2015-08-04 15:06:32,38,GVGMQPMENEUYR,SEO,IE,M,36,629111315,0,15,1,311.20194444444445,1,Saudi Arabia
44224,2015-08-13 17:21:02,2015-11-15 18:25:45,86,VJZWVXGOUWMZP,Ads,Chrome,F,35,174423899,0,18,6,2257.078611111111,1,Unknown
102563,2015-03-26 12:11:48,2015-05-08 11:45:09,45,JUVSDAWADEXXX,SEO,Chrome,M,41,3754471851,1,11,4,1031.555833333333,1,Taiwan; Republic of China (ROC)
162603,2015-07-30 00:25:42,2015-10-12 04:28:11,26,LEAPEDUGFIJAS,SEO,Chrome,M,31,3427602389,1,4,0,1780.0413888888888,1,United States
104061,2015-01-05 00:09:57,2015-01-05 00:09:58,23,XSEQHFFOYFICY,SEO,IE,M,33,2011989144,1,0,0,0.0002777777777777,1,Hong Kong
205594,2015-04-07 01:03:13,2015-07-31 16:52:28,31,QMQLEJONNTRBT,SEO,FireFox,M,23,95584969,0,16,4,2775.820833333333,1,Georgia
18857,2015-08-13 22:48:43,2015-09-16 18:50:28,36,NRAWJXXBNCJSM,Ads,Chrome,M,41,3638272807,0,18,2,812.0291666666667,1,United States
147574,2015-01-30 18:49:32,2015-02-10 18:58:32,43,FDZMJVPBSYLYT,SEO,IE,F,52,4225495009,0,18,1,264.15,1,Unknown
182332,2015-01-20 19:23:59,2015-05-18 08:02:34,57,WDKOBUDMVPNPP,Direct,Chrome,M,42,2262422561,0,8,0,2820.643055555556,1,United States
149174,2015-06-21 11:41:49,2015-09-07 02:04:17,80,LMQNZVDEQQDTY,Ads,Chrome,M,25,3557546660,0,2,0,1862.3744444444444,1,Syrian Arab Republic
293484,2015-02-16 11:10:36,2015-02-24 17:37:19,69,VBENGAWFNPVLS,Ads,Chrome,F,35,1833385250,0,17,1,198.4452777777778,1,Denmark
348260,2015-01-10 17:13:50,2015-01-10 17:13:51,18,VOQAAYLLJLUII,SEO,Safari,M,27,798938591,1,17,5,0.0002777777777777,1,Canada
105602,2015-04-19 17:29:41,2015-06-06 01:05:07,51,ZQNABKGFCDXUE,SEO,Chrome,F,33,2441342798,0,1,5,1135.5905555555555,1,Netherlands
53346,2015-03-19 02:18:38,2015-07-07 07:22:27,15,ZIEMBHNEYFDSC,Ads,Safari,M,35,3547766344,0,7,1,2645.063611111111,1,Korea Republic of
286443,2015-05-21 17:58:06,2015-09-07 14:40:57,37,PMLDEIEWZAPZR,Ads,Chrome,M,49,209079748,0,14,0,2612.714166666666,1,United States
106020,2015-07-07 04:37:35,2015-07-24 11:42:18,23,DIWHQQAABXWVD,Ads,FireFox,M,33,1485613192,0,11,4,415.0786111111111,1,France
343122,2015-01-08 05:42:01,2015-03-23 14:18:50,11,SKGZHINSGJEIQ,Ads,Chrome,F,28,3543744942,0,14,0,1784.6136111111111,1,Korea Republic of
332080,2015-03-01 12:29:40,2015-04-18 14:06:25,54,OOFPSQQVXJTHW,Ads,IE,M,20,1320145207,0,14,5,1153.6125,1,Turkey
137674,2015-07-21 12:58:57,2015-11-11 18:14:26,36,FFOFINQGXJUQC,Ads,Chrome,F,18,144387634,0,18,2,2717.2580555555555,1,United States
351114,2015-02-22 22:59:34,2015-05-07 12:48:37,18,ECSIFULCBDSEO,Ads,IE,M,28,131362658,0,12,3,1765.8175,1,United States
221294,2015-03-23 22:59:35,2015-07-16 08:53:38,39,TVMVJDIPEOOSN,Ads,IE,F,33,264272037,0,8,3,2745.900833333333,1,United States
313728,2015-07-01 11:06:00,2015-10-20 12:32:08,60,KWGENEVWLCSGT,Ads,Chrome,M,33,2521593605,0,12,1,2665.435555555556,1,Japan
208001,2015-07-18 16:09:00,2015-11-10 02:17:02,22,LRTXEJHTOMNKV,Direct,IE,M,45,1985871858,0,2,1,2746.133888888889,1,New Zealand
2474,2015-01-20 09:09:32,2015-05-19 07:55:37,44,WDEDQTTKXJJGK,Ads,IE,F,23,2936948280,0,7,1,2854.768055555556,1,China
172444,2015-03-23 03:00:18,2015-06-11 09:26:54,19,SVNISELPBFSTK,SEO,Chrome,M,23,4178496845,0,9,3,1926.4433333333332,1,Unknown
192314,2015-06-11 19:31:43,2015-06-16 16:38:25,50,BUPMVQEOWRXFS,Ads,Chrome,F,18,258262793,0,16,1,117.11166666666666,1,United States
68111,2015-04-09 16:16:33,2015-07-09 13:56:14,22,ZNJBXXOLHQEPV,Ads,IE,F,36,3549663629,0,13,3,2181.6613888888887,1,China
20668,2015-08-06 04:20:12,2015-11-10 20:39:06,62,NMISUIDPWOSEU,Direct,Chrome,M,33,1921876775,0,20,1,2320.315,1,China
272165,2015-08-05 23:38:51,2015-12-01 22:00:05,20,YAYLYLSKUKZDT,SEO,FireFox,F,36,2477876334,0,22,1,2830.353888888889,1,United States
90043,2015-04-07 07:36:19,2015-07-23 22:03:45,18,XQIDCQSDBOHAI,Ads,Safari,M,25,4084628526,0,22,3,2582.4572222222223,1,Unknown
121703,2015-01-06 08:56:42,2015-01-06 08:56:43,28,XAVNTONBKCVJS,Direct,Safari,M,34,2890012039,1,8,1,0.0002777777777777,1,Unknown
75983,2015-08-17 03:30:12,2015-11-10 20:10:54,21,XIWSYEYEKNIMC,Ads,IE,F,34,3817746154,0,20,1,2056.6783333333333,1,Unknown
142279,2015-06-10 04:22:41,2015-06-14 00:02:38,46,LLJGYWZXYIXJR,Ads,Safari,M,29,4245058858,1,0,6,91.66583333333334,1,Unknown
62613,2015-05-12 21:55:14,2015-06-13 23:49:09,15,ZOEHTLBIHIQGQ,Ads,Chrome,M,23,1247699819,0,23,5,769.8986111111111,1,United States
364836,2015-07-28 21:06:40,2015-09-09 23:43:04,21,EPCWXGOSXKSIE,Ads,Chrome,F,31,1347779947,0,23,2,1034.6066666666666,1,Sweden
231249,2015-05-16 12:43:31,2015-07-16 00:10:15,18,QBFVTBDWQOJWE,SEO,Chrome,F,19,950295968,0,0,3,1451.4455555555555,1,United States
154866,2015-07-21 20:25:23,2015-09-26 13:10:54,59,VGJSMQLLKWHBN,SEO,Chrome,F,44,3431999265,0,13,5,1600.7586111111111,1,United States
100998,2015-04-02 11:41:48,2015-06-17 16:13:05,35,FVATIULWVWOFY,Direct,Safari,M,40,3567728457,0,16,2,1828.5213888888889,1,European Union
